day,cases,active-cases,deaths,recovered,vaccined once,vaccined twice,province
18/3/2020, 0, 0, 0, 0, 0, 0,01_HN
19/3/2020, 0, 0, 0, 0, 0, 0,01_HN
20/3/2020, 0, 0, 0, 0, 0, 0,01_HN
21/3/2020, 0, 0, 0, 0, 0, 0,01_HN
22/3/2020, 0, 0, 0, 0, 0, 0,01_HN
23/3/2020, 0, 0, 0, 0, 0, 0,01_HN
24/3/2020, 0, 0, 0, 0, 0, 0,01_HN
25/3/2020, 0, 0, 0, 0, 0, 0,01_HN
26/3/2020, 0, 0, 0, 0, 0, 0,01_HN
27/3/2020, 0, 0, 0, 0, 0, 0,01_HN
28/3/2020, 0, 0, 0, 0, 0, 0,01_HN
29/3/2020, 0, 0, 0, 0, 0, 0,01_HN
30/3/2020, 0, 0, 0, 0, 0, 0,01_HN
31/3/2020, 0, 0, 0, 0, 0, 0,01_HN
1/4/2020, 0, 0, 0, 0, 0, 0,01_HN
2/4/2020, 104, 0, 0, 38, 0, 0,01_HN
3/4/2020, 105, 0, 0, 38, 0, 0,01_HN
4/4/2020, 106, 0, 0, 38, 0, 0,01_HN
5/4/2020, 106, 0, 0, 38, 0, 0,01_HN
6/4/2020, 110, 0, 0, 38, 0, 0,01_HN
7/4/2020, 114, 0, 0, 49, 0, 0,01_HN
8/4/2020, 115, 0, 0, 49, 0, 0,01_HN
9/4/2020, 115, 0, 0, 49, 0, 0,01_HN
10/4/2020, 116, 0, 0, 52, 0, 0,01_HN
12/4/2020, 119, 0, 0, 52, 0, 0,01_HN
13/4/2020, 119, 63, 0, 52, 0, 0,01_HN
14/4/2020, 119, 50, 0, 65, 0, 0,01_HN
15/4/2020, 119, 51, 0, 65, 0, 0,01_HN
16/4/2020, 119, 50, 0, 65, 0, 0,01_HN
17/4/2020, 119, 37, 0, 75, 0, 0,01_HN
18/4/2020, 119, 37, 0, 75, 0, 0,01_HN
19/4/2020, 119, 38, 0, 75, 0, 0,01_HN
20/4/2020, 119, 38, 0, 75, 0, 0,01_HN
21/4/2020, 119, 37, 0, 75, 0, 0,01_HN
22/4/2020, 119, 31, 0, 81, 0, 0,01_HN
23/4/2020, 119, 31, 0, 81, 0, 0,01_HN
24/4/2020, 119, 31, 0, 81, 0, 0,01_HN
25/4/2020, 119, 27, 0, 85, 0, 0,01_HN
27/4/2020, 119, 28, 0, 85, 0, 0,01_HN
29/4/2020, 119, 29, 0, 85, 0, 0,01_HN
30/4/2020, 119, 29, 0, 85, 0, 0,01_HN
1/5/2020, 119, 29, 0, 85, 0, 0,01_HN
3/5/2020, 119, 29, 0, 85, 0, 0,01_HN
4/5/2020, 119, 29, 0, 85, 0, 0,01_HN
5/5/2020, 119, 20, 0, 92, 0, 0,01_HN
6/5/2020, 119, 20, 0, 92, 0, 0,01_HN
7/5/2020, 119, 20, 0, 92, 0, 0,01_HN
8/5/2020, 119, 16, 0, 96, 0, 0,01_HN
11/5/2020, 119, 11, 0, 101, 0, 0,01_HN
12/5/2020, 119, 11, 0, 101, 0, 0,01_HN
14/5/2020, 119, 4, 0, 108, 0, 0,01_HN
15/5/2020, 119, 4, 0, 108, 0, 0,01_HN
16/5/2020, 119, 4, 0, 108, 0, 0,01_HN
17/5/2020, 119, 4, 0, 108, 0, 0,01_HN
18/5/2020, 119, 4, 0, 110, 0, 0,01_HN
20/5/2020, 119, 4, 0, 110, 0, 0,01_HN
21/5/2020, 119, 3, 0, 111, 0, 0,01_HN
22/5/2020, 119, 3, 0, 111, 0, 0,01_HN
24/5/2020, 119, 3, 0, 111, 0, 0,01_HN
25/5/2020, 119, 3, 0, 111, 0, 0,01_HN
27/5/2020, 119, 1, 0, 113, 0, 0,01_HN
29/5/2020, 119, 1, 0, 113, 0, 0,01_HN
30/5/2020, 119, 1, 0, 113, 0, 0,01_HN
1/6/2020, 119, 1, 0, 113, 0, 0,01_HN
2/6/2020, 119, 1, 0, 113, 0, 0,01_HN
3/6/2020, 119, 1, 0, 113, 0, 0,01_HN
5/6/2020, 119, 1, 0, 113, 0, 0,01_HN
6/6/2020, 119, 1, 0, 113, 0, 0,01_HN
7/6/2020, 119, 1, 0, 113, 0, 0,01_HN
8/6/2020, 119, 0, 0, 114, 0, 0,01_HN
10/6/2020, 119, 0, 0, 114, 0, 0,01_HN
11/6/2020, 119, 0, 0, 114, 0, 0,01_HN
12/6/2020, 119, 0, 0, 114, 0, 0,01_HN
13/6/2020, 119, 0, 0, 114, 0, 0,01_HN
15/6/2020, 119, 0, 0, 114, 0, 0,01_HN
16/6/2020, 119, 0, 0, 114, 0, 0,01_HN
18/6/2020, 119, 0, 0, 114, 0, 0,01_HN
19/6/2020, 121, 7, 0, 114, 0, 0,01_HN
20/6/2020, 121, 7, 0, 114, 0, 0,01_HN
22/6/2020, 121, 7, 0, 114, 0, 0,01_HN
24/6/2020, 121, 7, 0, 114, 0, 0,01_HN
26/6/2020, 121, 7, 0, 114, 0, 0,01_HN
27/6/2020, 121, 7, 0, 114, 0, 0,01_HN
29/6/2020, 121, 4, 0, 117, 0, 0,01_HN
1/7/2020, 121, 4, 0, 117, 0, 0,01_HN
2/7/2020, 121, 2, 0, 119, 0, 0,01_HN
6/7/2020, 121, 2, 0, 119, 0, 0,01_HN
7/7/2020, 121, 2, 0, 119, 0, 0,01_HN
9/7/2020, 121, 2, 0, 119, 0, 0,01_HN
10/7/2020, 121, 1, 0, 120, 0, 0,01_HN
11/7/2020, 121, 1, 0, 120, 0, 0,01_HN
12/7/2020, 121, 1, 0, 120, 0, 0,01_HN
14/7/2020, 121, 1, 0, 120, 0, 0,01_HN
16/7/2020, 121, 1, 0, 120, 0, 0,01_HN
17/7/2020, 121, 0, 0, 121, 0, 0,01_HN
20/7/2020, 121, 0, 0, 121, 0, 0,01_HN
21/7/2020, 121, 0, 0, 121, 0, 0,01_HN
22/7/2020, 121, 0, 0, 121, 0, 0,01_HN
23/7/2020, 121, 0, 0, 121, 0, 0,01_HN
24/7/2020, 121, 0, 0, 121, 0, 0,01_HN
25/7/2020, 121, 0, 0, 121, 0, 0,01_HN
26/7/2020, 121, 0, 0, 121, 0, 0,01_HN
27/7/2020, 121, 0, 0, 121, 0, 0,01_HN
29/7/2020, 123, 2, 0, 121, 0, 0,01_HN
30/7/2020, 123, 2, 0, 121, 0, 0,01_HN
31/7/2020, 143, 22, 0, 121, 0, 0,01_HN
1/8/2020, 143, 22, 0, 121, 0, 0,01_HN
2/8/2020, 143, 22, 0, 121, 0, 0,01_HN
3/8/2020, 143, 22, 0, 121, 0, 0,01_HN
4/8/2020, 144, 23, 0, 121, 0, 0,01_HN
5/8/2020, 144, 23, 0, 121, 0, 0,01_HN
6/8/2020, 145, 24, 0, 121, 0, 0,01_HN
7/8/2020, 147, 26, 0, 121, 0, 0,01_HN
8/8/2020, 148, 27, 0, 121, 0, 0,01_HN
9/8/2020, 149, 28, 0, 121, 0, 0,01_HN
10/8/2020, 149, 28, 0, 121, 0, 0,01_HN
11/8/2020, 149, 28, 0, 121, 0, 0,01_HN
12/8/2020, 150, 29, 0, 121, 0, 0,01_HN
13/8/2020, 150, 29, 0, 121, 0, 0,01_HN
14/8/2020, 150, 29, 0, 121, 0, 0,01_HN
15/8/2020, 150, 29, 0, 121, 0, 0,01_HN
16/8/2020, 152, 31, 0, 121, 0, 0,01_HN
17/8/2020, 154, 33, 0, 121, 0, 0,01_HN
18/8/2020, 156, 17, 0, 139, 0, 0,01_HN
19/8/2020, 156, 17, 0, 139, 0, 0,01_HN
20/8/2020, 156, 17, 0, 139, 0, 0,01_HN
21/8/2020, 156, 15, 0, 141, 0, 0,01_HN
22/8/2020, 156, 15, 0, 141, 0, 0,01_HN
23/8/2020, 156, 15, 0, 141, 0, 0,01_HN
24/8/2020, 156, 11, 0, 145, 0, 0,01_HN
25/8/2020, 156, 11, 0, 145, 0, 0,01_HN
26/8/2020, 156, 11, 0, 145, 0, 0,01_HN
27/8/2020, 156, 11, 0, 145, 0, 0,01_HN
28/8/2020, 156, 11, 0, 145, 0, 0,01_HN
29/8/2020, 156, 11, 0, 145, 0, 0,01_HN
30/8/2020, 156, 11, 0, 145, 0, 0,01_HN
31/8/2020, 157, 9, 0, 148, 0, 0,01_HN
1/9/2020, 157, 8, 0, 149, 0, 0,01_HN
2/9/2020, 159, 8, 0, 151, 0, 0,01_HN
3/9/2020, 159, 8, 0, 151, 0, 0,01_HN
4/9/2020, 159, 8, 0, 151, 0, 0,01_HN
5/9/2020, 159, 8, 0, 151, 0, 0,01_HN
6/9/2020, 159, 8, 0, 151, 0, 0,01_HN
7/9/2020, 159, 8, 0, 151, 0, 0,01_HN
8/9/2020, 159, 8, 0, 151, 0, 0,01_HN
9/9/2020, 159, 6, 0, 153, 0, 0,01_HN
10/9/2020, 159, 5, 0, 153, 0, 0,01_HN
11/9/2020, 159, 6, 0, 153, 0, 0,01_HN
12/9/2020, 159, 6, 0, 153, 0, 0,01_HN
13/9/2020, 159, 6, 0, 153, 0, 0,01_HN
14/9/2020, 159, 6, 0, 153, 0, 0,01_HN
15/9/2020, 159, 6, 0, 153, 0, 0,01_HN
16/9/2020, 159, 6, 0, 153, 0, 0,01_HN
17/9/2020, 161, 8, 0, 153, 0, 0,01_HN
18/9/2020, 161, 8, 0, 153, 0, 0,01_HN
19/9/2020, 161, 8, 0, 153, 0, 0,01_HN
20/9/2020, 161, 0, 0, 153, 0, 0,01_HN
21/9/2020, 161, 7, 0, 154, 0, 0,01_HN
22/9/2020, 161, 7, 0, 154, 0, 0,01_HN
23/9/2020, 161, 7, 0, 154, 0, 0,01_HN
24/9/2020, 161, 0, 0, 154, 0, 0,01_HN
25/9/2020, 161, 1, 0, 160, 0, 0,01_HN
26/9/2020, 161, 0, 0, 160, 0, 0,01_HN
27/9/2020, 161, 1, 0, 160, 0, 0,01_HN
28/9/2020, 162, 2, 0, 160, 0, 0,01_HN
29/9/2020, 162, 2, 0, 160, 0, 0,01_HN
30/9/2020, 162, 2, 0, 160, 0, 0,01_HN
1/10/2020, 162, 2, 0, 160, 0, 0,01_HN
2/10/2020, 162, 1, 0, 161, 0, 0,01_HN
3/10/2020, 162, 0, 0, 161, 0, 0,01_HN
4/10/2020, 162, 0, 0, 161, 0, 0,01_HN
5/10/2020, 163, 2, 0, 161, 0, 0,01_HN
6/10/2020, 163, 2, 0, 161, 0, 0,01_HN
7/10/2020, 163, 2, 0, 161, 0, 0,01_HN
8/10/2020, 163, 2, 0, 161, 0, 0,01_HN
9/10/2020, 163, 2, 0, 161, 0, 0,01_HN
10/10/2020, 163, 2, 0, 161, 0, 0,01_HN
11/10/2020, 163, 2, 0, 161, 0, 0,01_HN
12/10/2020, 163, 2, 0, 161, 0, 0,01_HN
13/10/2020, 163, 2, 0, 161, 0, 0,01_HN
14/10/2020, 163, 2, 0, 161, 0, 0,01_HN
15/10/2020, 163, 1, 0, 162, 0, 0,01_HN
16/10/2020, 163, 1, 0, 162, 0, 0,01_HN
17/10/2020, 163, 1, 0, 162, 0, 0,01_HN
18/10/2020, 163, 1, 0, 162, 0, 0,01_HN
19/10/2020, 163, 1, 0, 162, 0, 0,01_HN
20/10/2020, 163, 1, 0, 162, 0, 0,01_HN
21/10/2020, 163, 1, 0, 162, 0, 0,01_HN
22/10/2020, 163, 1, 0, 162, 0, 0,01_HN
23/10/2020, 163, 0, 0, 162, 0, 0,01_HN
24/10/2020, 163, 1, 0, 162, 0, 0,01_HN
25/10/2020, 163, 1, 0, 162, 0, 0,01_HN
26/10/2020, 163, 0, 0, 163, 0, 0,01_HN
27/10/2020, 163, 0, 0, 163, 0, 0,01_HN
28/10/2020, 163, 0, 0, 163, 0, 0,01_HN
29/10/2020, 163, 0, 0, 163, 0, 0,01_HN
30/10/2020, 163, 0, 0, 163, 0, 0,01_HN
31/10/2020, 163, 0, 0, 163, 0, 0,01_HN
1/11/2020, 163, 0, 0, 163, 0, 0,01_HN
2/11/2020, 163, 0, 0, 163, 0, 0,01_HN
3/11/2020, 163, 1, 0, 163, 0, 0,01_HN
4/11/2020, 164, 2, 0, 163, 0, 0,01_HN
5/11/2020, 165, 2, 0, 163, 0, 0,01_HN
6/11/2020, 165, 2, 0, 163, 0, 0,01_HN
7/11/2020, 165, 0, 0, 163, 0, 0,01_HN
8/11/2020, 165, 0, 0, 163, 0, 0,01_HN
9/11/2020, 165, 2, 0, 163, 0, 0,01_HN
10/11/2020, 165, 2, 0, 163, 0, 0,01_HN
11/11/2020, 165, 2, 0, 163, 0, 0,01_HN
12/11/2020, 165, 2, 0, 163, 0, 0,01_HN
13/11/2020, 165, 2, 0, 163, 0, 0,01_HN
14/11/2020, 165, 2, 0, 163, 0, 0,01_HN
15/11/2020, 165, 2, 0, 163, 0, 0,01_HN
16/11/2020, 165, 3, 0, 163, 0, 0,01_HN
17/11/2020, 165, 3, 0, 163, 0, 0,01_HN
18/11/2020, 165, 3, 0, 163, 0, 0,01_HN
19/11/2020, 165, 3, 0, 163, 0, 0,01_HN
20/11/2020, 165, 3, 0, 163, 0, 0,01_HN
21/11/2020, 165, 3, 0, 163, 0, 0,01_HN
22/11/2020, 165, 3, 0, 163, 0, 0,01_HN
23/11/2020, 167, 5, 0, 163, 0, 0,01_HN
24/11/2020, 169, 7, 0, 163, 0, 0,01_HN
25/11/2020, 169, 7, 0, 163, 0, 0,01_HN
26/11/2020, 169, 6, 0, 164, 0, 0,01_HN
27/11/2020, 169, 6, 0, 164, 0, 0,01_HN
28/11/2020, 169, 5, 0, 165, 0, 0,01_HN
29/11/2020, 169, 5, 0, 165, 0, 0,01_HN
30/11/2020, 169, 5, 0, 165, 0, 0,01_HN
1/12/2020, 169, 5, 0, 165, 0, 0,01_HN
2/12/2020, 170, 6, 0, 165, 0, 0,01_HN
3/12/2020, 170, 6, 0, 165, 0, 0,01_HN
4/12/2020, 170, 6, 0, 165, 0, 0,01_HN
5/12/2020, 170, 6, 0, 165, 0, 0,01_HN
6/12/2020, 171, 7, 0, 165, 0, 0,01_HN
7/12/2020, 171, 7, 0, 165, 0, 0,01_HN
8/12/2020, 171, 7, 0, 165, 0, 0,01_HN
9/12/2020, 171, 7, 0, 165, 0, 0,01_HN
10/12/2020, 171, 7, 0, 165, 0, 0,01_HN
11/12/2020, 174, 9, 0, 165, 0, 0,01_HN
12/12/2020, 174, 9, 0, 165, 0, 0,01_HN
13/12/2020, 174, 9, 0, 165, 0, 0,01_HN
14/12/2020, 174, 9, 0, 165, 0, 0,01_HN
15/12/2020, 174, 7, 0, 167, 0, 0,01_HN
16/12/2020, 174, 0, 0, 167, 0, 0,01_HN
17/12/2020, 174, 6, 0, 168, 0, 0,01_HN
18/12/2020, 174, 5, 0, 169, 0, 0,01_HN
19/12/2020, 175, 6, 0, 169, 0, 0,01_HN
20/12/2020, 175, 6, 0, 169, 0, 0,01_HN
21/12/2020, 175, 6, 0, 169, 0, 0,01_HN
22/12/2020, 178, 8, 0, 170, 0, 0,01_HN
23/12/2020, 179, 9, 0, 170, 0, 0,01_HN
24/12/2020, 185, 0, 0, 170, 0, 0,01_HN
25/12/2020, 187, 17, 0, 170, 0, 0,01_HN
26/12/2020, 187, 17, 0, 170, 0, 0,01_HN
27/12/2020, 188, 18, 0, 170, 0, 0,01_HN
28/12/2020, 188, 16, 0, 172, 0, 0,01_HN
29/12/2020, 188, 16, 0, 172, 0, 0,01_HN
30/12/2020, 188, 16, 0, 172, 0, 0,01_HN
31/12/2020, 189, 16, 0, 172, 0, 0,01_HN
1/1/2021, 189, 16, 0, 172, 0, 0,01_HN
2/1/2021, 189, 15, 0, 173, 0, 0,01_HN
3/1/2021, 194, 20, 0, 173, 0, 0,01_HN
4/1/2021, 194, 20, 0, 173, 0, 0,01_HN
5/1/2021, 196, 22, 0, 173, 0, 0,01_HN
6/1/2021, 196, 20, 0, 175, 0, 0,01_HN
7/1/2021, 196, 20, 0, 175, 0, 0,01_HN
8/1/2021, 198, 21, 0, 176, 0, 0,01_HN
9/1/2021, 198, 19, 0, 178, 0, 0,01_HN
10/1/2021, 198, 19, 0, 178, 0, 0,01_HN
11/1/2021, 198, 19, 0, 178, 0, 0,01_HN
12/1/2021, 198, 19, 0, 178, 0, 0,01_HN
13/1/2021, 198, 17, 0, 180, 0, 0,01_HN
14/1/2021, 200, 19, 0, 180, 0, 0,01_HN
15/1/2021, 200, 19, 0, 180, 0, 0,01_HN
16/1/2021, 200, 19, 0, 180, 0, 0,01_HN
17/1/2021, 200, 0, 0, 180, 0, 0,01_HN
18/1/2021, 201, 14, 0, 187, 0, 0,01_HN
19/1/2021, 201, 14, 0, 187, 0, 0,01_HN
20/1/2021, 201, 13, 0, 188, 0, 0,01_HN
21/1/2021, 201, 12, 0, 189, 0, 0,01_HN
22/1/2021, 201, 12, 0, 189, 0, 0,01_HN
23/1/2021, 201, 12, 0, 189, 0, 0,01_HN
24/1/2021, 201, 0, 0, 189, 0, 0,01_HN
25/1/2021, 202, 11, 0, 191, 0, 0,01_HN
26/1/2021, 202, 10, 0, 192, 0, 0,01_HN
27/1/2021, 202, 0, 0, 192, 0, 0,01_HN
28/1/2021, 202, 11, 0, 192, 0, 0,01_HN
29/1/2021, 204, 9, 0, 195, 0, 0,01_HN
30/1/2021, 206, 12, 0, 199, 0, 0,01_HN
31/1/2021, 215, 16, 0, 199, 0, 0,01_HN
1/2/2021, 221, 21, 0, 200, 0, 0,01_HN
2/2/2021, 223, 24, 0, 200, 0, 0,01_HN
3/2/2021, 224, 0, 0, 200, 0, 0,01_HN
4/2/2021, 225, 24, 0, 201, 0, 0,01_HN
5/2/2021, 226, 25, 0, 201, 0, 0,01_HN
6/2/2021, 226, 25, 0, 201, 0, 0,01_HN
7/2/2021, 226, 25, 0, 201, 0, 0,01_HN
8/2/2021, 229, 28, 0, 201, 0, 0,01_HN
9/2/2021, 231, 30, 0, 201, 0, 0,01_HN
10/2/2021, 231, 30, 0, 201, 0, 0,01_HN
11/2/2021, 231, 30, 0, 201, 0, 0,01_HN
12/2/2021, 232, 31, 0, 201, 0, 0,01_HN
13/2/2021, 232, 31, 0, 201, 0, 0,01_HN
14/2/2021, 234, 33, 0, 201, 0, 0,01_HN
15/2/2021, 238, 35, 0, 201, 0, 0,01_HN
16/2/2021, 239, 35, 0, 202, 0, 0,01_HN
17/2/2021, 239, 35, 0, 202, 0, 0,01_HN
18/2/2021, 239, 35, 0, 202, 0, 0,01_HN
19/2/2021, 239, 35, 0, 202, 0, 0,01_HN
20/2/2021, 239, 35, 0, 202, 0, 0,01_HN
21/2/2021, 239, 35, 0, 202, 0, 0,01_HN
22/2/2021, 239, 35, 0, 202, 0, 0,01_HN
23/2/2021, 239, 35, 0, 202, 0, 0,01_HN
24/2/2021, 239, 32, 0, 205, 0, 0,01_HN
25/2/2021, 239, 30, 0, 207, 0, 0,01_HN
26/2/2021, 239, 28, 0, 209, 0, 0,01_HN
27/2/2021, 239, 28, 0, 209, 0, 0,01_HN
28/2/2021, 239, 22, 0, 215, 0, 0,01_HN
1/3/2021, 239, 22, 0, 215, 0, 0,01_HN
2/3/2021, 239, 22, 0, 215, 0, 0,01_HN
3/3/2021, 239, 22, 0, 215, 0, 0,01_HN
4/3/2021, 239, 18, 0, 219, 0, 0,01_HN
5/3/2021, 239, 18, 0, 219, 0, 0,01_HN
6/3/2021, 239, 18, 0, 219, 0, 0,01_HN
7/3/2021, 239, 18, 0, 219, 0, 0,01_HN
8/3/2021, 239, 18, 0, 219, 0, 0,01_HN
9/3/2021, 239, 6, 0, 231, 0, 0,01_HN
10/3/2021, 239, 6, 0, 231, 0, 0,01_HN
11/3/2021, 240, 7, 0, 231, 0, 0,01_HN
12/3/2021, 240, 6, 0, 232, 0, 0,01_HN
13/3/2021, 240, 6, 0, 232, 0, 0,01_HN
14/3/2021, 240, 6, 0, 232, 0, 0,01_HN
15/3/2021, 241, 6, 0, 233, 0, 0,01_HN
16/3/2021, 241, 6, 0, 233, 0, 0,01_HN
17/3/2021, 241, 5, 0, 234, 0, 0,01_HN
18/3/2021, 241, 5, 0, 234, 0, 0,01_HN
19/3/2021, 241, 5, 0, 234, 0, 0,01_HN
20/3/2021, 241, 5, 0, 234, 0, 0,01_HN
21/3/2021, 241, 0, 0, 234, 0, 0,01_HN
22/3/2021, 241, 5, 0, 234, 0, 0,01_HN
23/3/2021, 242, 5, 0, 235, 0, 0,01_HN
24/3/2021, 242, 5, 0, 235, 0, 0,01_HN
25/3/2021, 242, 5, 0, 235, 0, 0,01_HN
26/3/2021, 242, 5, 0, 235, 0, 0,01_HN
27/3/2021, 242, 5, 0, 235, 0, 0,01_HN
28/3/2021, 242, 5, 0, 235, 0, 0,01_HN
29/3/2021, 242, 5, 0, 235, 0, 0,01_HN
30/3/2021, 242, 5, 0, 236, 0, 0,01_HN
31/3/2021, 242, 5, 0, 236, 0, 0,01_HN
1/4/2021, 242, 5, 0, 236, 0, 0,01_HN
2/4/2021, 242, 5, 0, 236, 0, 0,01_HN
3/4/2021, 242, 5, 0, 236, 0, 0,01_HN
4/4/2021, 242, 5, 0, 236, 0, 0,01_HN
5/4/2021, 242, 5, 0, 236, 0, 0,01_HN
6/4/2021, 242, 5, 0, 236, 0, 0,01_HN
7/4/2021, 242, 5, 0, 236, 0, 0,01_HN
8/4/2021, 243, 5, 0, 236, 0, 0,01_HN
9/4/2021, 243, 5, 0, 236, 0, 0,01_HN
10/4/2021, 243, 5, 0, 236, 0, 0,01_HN
11/4/2021, 243, 5, 0, 236, 0, 0,01_HN
12/4/2021, 249, 11, 0, 236, 0, 0,01_HN
13/4/2021, 249, 11, 0, 236, 0, 0,01_HN
14/4/2021, 252, 14, 0, 236, 0, 0,01_HN
15/4/2021, 252, 14, 0, 236, 0, 0,01_HN
16/4/2021, 252, 14, 0, 236, 0, 0,01_HN
17/4/2021, 252, 14, 0, 236, 0, 0,01_HN
18/4/2021, 252, 14, 0, 236, 0, 0,01_HN
19/4/2021, 252, 14, 0, 236, 0, 0,01_HN
20/4/2021, 253, 15, 0, 236, 0, 0,01_HN
21/4/2021, 253, 15, 0, 236, 0, 0,01_HN
22/4/2021, 254, 16, 0, 236, 0, 0,01_HN
23/4/2021, 254, 16, 0, 236, 0, 0,01_HN
24/4/2021, 254, 13, 0, 239, 0, 0,01_HN
25/4/2021, 255, 14, 0, 239, 0, 0,01_HN
26/4/2021, 258, 17, 0, 239, 0, 0,01_HN
27/4/2021, 259, 18, 0, 239, 0, 0,01_HN
28/4/2021, 259, 18, 0, 239, 0, 0,01_HN
29/4/2021, 259, 19, 0, 239, 0, 0,01_HN
30/4/2021, 262, 20, 0, 239, 0, 0,01_HN
1/5/2021, 262, 20, 0, 240, 0, 0,01_HN
2/5/2021, 262, 20, 0, 240, 0, 0,01_HN
3/5/2021, 262, 20, 0, 240, 0, 0,01_HN
4/5/2021, 264, 21, 0, 240, 0, 0,01_HN
5/5/2021, 279, 44, 0, 240, 0, 0,01_HN
6/5/2021, 307, 64, 0, 240, 0, 0,01_HN
7/5/2021, 332, 88, 0, 240, 0, 0,01_HN
8/5/2021, 360, 116, 0, 245, 0, 0,01_HN
9/5/2021, 379, 137, 0, 245, 0, 0,01_HN
10/5/2021, 410, 160, 0, 245, 0, 0,01_HN
11/5/2021, 415, 170, 0, 245, 0, 0,01_HN
12/5/2021, 429, 173, 0, 252, 0, 0,01_HN
13/5/2021, 437, 181, 0, 252, 0, 0,01_HN
14/5/2021, 464, 208, 0, 252, 0, 0,01_HN
15/5/2021, 480, 222, 0, 254, 0, 0,01_HN
16/5/2021, 490, 232, 0, 254, 0, 0,01_HN
17/5/2021, 496, 251, 0, 254, 0, 0,01_HN
18/5/2021, 516, 258, 0, 254, 0, 0,01_HN
19/5/2021, 525, 265, 0, 254, 0, 0,01_HN
20/5/2021, 532, 268, 2, 254, 0, 0,01_HN
21/5/2021, 534, 269, 3, 254, 0, 0,01_HN
22/5/2021, 546, 281, 3, 257, 0, 0,01_HN
23/5/2021, 553, 281, 4, 257, 0, 0,01_HN
24/5/2021, 577, 294, 5, 280, 0, 0,01_HN
25/5/2021, 600, 314, 5, 280, 0, 0,01_HN
26/5/2021, 615, 314, 5, 297, 0, 0,01_HN
27/5/2021, 623, 302, 5, 297, 0, 0,01_HN
28/5/2021, 624, 296, 6, 324, 0, 0,01_HN
29/5/2021, 636, 296, 6, 324, 0, 0,01_HN
30/5/2021, 656, 331, 6, 333, 0, 0,01_HN
31/5/2021, 684, 334, 6, 343, 0, 0,01_HN
1/6/2021, 686, 337, 6, 343, 0, 0,01_HN
2/6/2021, 694, 339, 6, 347, 0, 0,01_HN
3/6/2021, 699, 343, 6, 347, 0, 0,01_HN
4/6/2021, 703, 335, 8, 356, 0, 0,01_HN
5/6/2021, 704, 333, 10, 360, 0, 0,01_HN
6/6/2021, 706, 329, 10, 361, 0, 0,01_HN
7/6/2021, 712, 329, 9, 373, 0, 0,01_HN
8/6/2021, 712, 329, 11, 373, 0, 0,01_HN
9/6/2021, 718, 323, 11, 387, 0, 0,01_HN
10/6/2021, 721, 317, 11, 391, 0, 0,01_HN
11/6/2021, 726, 308, 13, 405, 0, 0,01_HN
12/6/2021, 738, 306, 17, 459, 0, 0,01_HN
13/6/2021, 738, 303, 14, 459, 0, 0,01_HN
14/6/2021, 738, 298, 14, 459, 0, 0,01_HN
15/6/2021, 738, 293, 14, 459, 0, 0,01_HN
16/6/2021, 738, 293, 15, 459, 0, 0,01_HN
17/6/2021, 738, 292, 15, 459, 0, 0,01_HN
18/6/2021, 738, 291, 15, 459, 0, 0,01_HN
19/6/2021, 738, 280, 16, 459, 0, 0,01_HN
20/6/2021, 738, 276, 16, 459, 0, 0,01_HN
21/6/2021, 738, 276, 17, 459, 0, 0,01_HN
22/6/2021, 738, 0, 17, 459, 0, 0,01_HN
23/6/2021, 739, 254, 17, 471, 0, 0,01_HN
24/6/2021, 740, 248, 17, 478, 0, 0,01_HN
25/6/2021, 740, 238, 17, 481, 0, 0,01_HN
26/6/2021, 743, 239, 17, 488, 0, 0,01_HN
27/6/2021, 743, 238, 17, 490, 0, 0,01_HN
28/6/2021, 743, 232, 17, 496, 0, 0,01_HN
29/6/2021, 743, 226, 17, 501, 0, 0,01_HN
30/6/2021, 743, 225, 17, 502, 0, 0,01_HN
1/7/2021, 743, 220, 17, 506, 0, 0,01_HN
2/7/2021, 744, 219, 17, 506, 0, 0,01_HN
3/7/2021, 744, 215, 17, 512, 0, 0,01_HN
4/7/2021, 744, 74, 18, 512, 0, 0,01_HN
5/7/2021, 744, 74, 18, 512, 0, 0,01_HN
6/7/2021, 744, 31, 19, 512, 0, 0,01_HN
7/7/2021, 754, 34, 19, 512, 0, 0,01_HN
8/7/2021, 754, 39, 19, 512, 0, 0,01_HN
9/7/2021, 754, 44, 19, 512, 0, 0,01_HN
10/7/2021, 756, 49, 19, 512, 0, 0,01_HN
11/7/2021, 756, 56, 19, 512, 0, 0,01_HN
12/7/2021, 770, 86, 19, 514, 0, 0,01_HN
13/7/2021, 797, 93, 19, 514, 0, 0,01_HN
14/7/2021, 798, 110, 19, 514, 0, 0,01_HN
15/7/2021, 810, 105, 19, 518, 0, 0,01_HN
16/7/2021, 837, 114, 19, 518, 0, 0,01_HN
17/7/2021, 839, 129, 19, 518, 0, 0,01_HN
18/7/2021, 872, 171, 20, 518, 0, 0,01_HN
19/7/2021, 872, 222, 20, 518, 0, 0,01_HN
20/7/2021, 946, 272, 20, 518, 0, 0,01_HN
21/7/2021, 971, 312, 20, 518, 0, 0,01_HN
22/7/2021, 971, 374, 20, 518, 0, 0,01_HN
23/7/2021, 1186, 446, 20, 518, 0, 0,01_HN
24/7/2021, 1195, 461, 20, 518, 0, 0,01_HN
25/7/2021, 1210, 476, 20, 518, 0, 0,01_HN
