,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,new_tests,total_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
646,2021-10-30,915603.0,5227.0,22030.0,64.0,1.14,0.0,0.0,81375376.0,57044159.0,24331217.0,846806.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
647,2021-10-31,921122.0,5519.0,22083.0,53.0,1.15,0.0,0.0,81929875.0,57332644.0,24597231.0,554499.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
648,2021-11-01,926720.0,5598.0,22131.0,48.0,1.17,0.0,0.0,83131464.0,58013895.0,25117569.0,1201589.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
649,2021-11-02,932357.0,5637.0,22205.0,74.0,1.18,0.0,28088584.0,84090899.0,58449622.0,25641277.0,959435.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
650,2021-11-03,939463.0,7106.0,22283.0,78.0,1.19,112591.0,28201175.0,84884074.0,58807646.0,26076428.0,793175.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
651,2021-11-04,946043.0,6580.0,22342.0,59.0,1.19,0.0,0.0,86319808.0,59355699.0,26964109.0,1435734.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
652,2021-11-05,953547.0,7504.0,22412.0,70.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
653,2021-11-06,961038.0,7491.0,22470.0,58.0,0.0,0.0,0.0,89620701.0,60845405.0,28775296.0,0.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
654,2021-11-07,968684.0,7646.0,22531.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
655,2021-11-08,976672.0,7988.0,22598.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704
